title,row_count,first_pass_action,matched_rule_names,matched_rule_descriptions,manual_override,final_action,final_reason
"Square concrete filled steel tubular (CFST) members under loading and chloride corrosion: Experiments, Lin-Hai Han; Chao Hou; Qing-Li Wang, Journal of Constructional Steel Research, 2012",11,drop_candidate,environmental_exposure,"Environmental exposure or degradation not encoded by the dataset features, such as fire/high temperature, low temperature, freeze-thaw, corrosion, seawater, salt spray, or acid rain.",,drop,"Environmental exposure or degradation not encoded by the dataset features, such as fire/high temperature, low temperature, freeze-thaw, corrosion, seawater, salt spray, or acid rain."
"Study on Property of Concentrically Compressed Concrete Filled Circular FRP-steel Tube Stub Columns, LU Yiyan; LI Sha; LI Shan; LI Na, 铁道学报, 2016",11,drop_candidate,strengthening_or_repair,"External strengthening, repair, jackets, or FRP/CFRP confinement not described by the retained input features.",,drop,"External strengthening, repair, jackets, or FRP/CFRP confinement not described by the retained input features."
"Thin-Walled Structures | Static strength of CFRP-strengthened preloaded circular concrete-filled steel tube stub column columns - Part II: Theoretical and numerical analysis | C.N. Xiong, Y.B. Shao, L.W. Tong, K.S. Dai, Y.X. Luo | 2023",11,drop_candidate,strengthening_or_repair|load_history_or_rate,"External strengthening, repair, jackets, or FRP/CFRP confinement not described by the retained input features. | Non-monotonic or time-history effects such as cyclic loading, repeated loading, impact, creep, preload, or sustained loading.",,drop,"External strengthening, repair, jackets, or FRP/CFRP confinement not described by the retained input features. | Non-monotonic or time-history effects such as cyclic loading, repeated loading, impact, creep, preload, or sustained loading."
"华中科技大学学报(自然科学版) / J. Huazhong Univ. of Sci. & Tech. (Natural Science Edition) | CFRP-钢管混凝土加固 RC 短柱偏压性能试验 (Experimental study on eccentric compression performance of RC short columns reinforced with concrete filled CFRP-steel tube) | 张帆, 卢亦焱, 李杉... | 2018",11,drop_candidate,strengthening_or_repair,"External strengthening, repair, jackets, or FRP/CFRP confinement not described by the retained input features.",,drop,"External strengthening, repair, jackets, or FRP/CFRP confinement not described by the retained input features."
"Engineering Structures | Fire resistance of ultra-high performance concrete-filled steel tubes slender columns at different concrete ages: Experimental and theoretical investigation | Tan Wang, Zhonghui Wang, Min Yu, Zewen Sun, Lihua Xu | 2025",10,drop_candidate,environmental_exposure,"Environmental exposure or degradation not encoded by the dataset features, such as fire/high temperature, low temperature, freeze-thaw, corrosion, seawater, salt spray, or acid rain.",,drop,"Environmental exposure or degradation not encoded by the dataset features, such as fire/high temperature, low temperature, freeze-thaw, corrosion, seawater, salt spray, or acid rain."
"Structures | Mechanical properties of CFDST column under eccentric compression after exposed to fire | Bing Wang, Xiao Liu, Siying Liu, Yanchuan Hui | 2022",10,drop_candidate,environmental_exposure,"Environmental exposure or degradation not encoded by the dataset features, such as fire/high temperature, low temperature, freeze-thaw, corrosion, seawater, salt spray, or acid rain.",,drop,"Environmental exposure or degradation not encoded by the dataset features, such as fire/high temperature, low temperature, freeze-thaw, corrosion, seawater, salt spray, or acid rain."
"Thin-Walled Structures | Static strength of CFRP-strengthened preloaded circular concrete-filled steel tube stub columns, Part I: Experimental test | C.N. Xiong, Y.B. Shao, L.W. Tong... | 2023",10,drop_candidate,strengthening_or_repair|load_history_or_rate,"External strengthening, repair, jackets, or FRP/CFRP confinement not described by the retained input features. | Non-monotonic or time-history effects such as cyclic loading, repeated loading, impact, creep, preload, or sustained loading.",,drop,"External strengthening, repair, jackets, or FRP/CFRP confinement not described by the retained input features. | Non-monotonic or time-history effects such as cyclic loading, repeated loading, impact, creep, preload, or sustained loading."
"Engineering Structures | Numerical investigation and design of CFST columns strengthened by CFRP grid-reinforced ECC under eccentric compression | Zaiyu Zhang, Xiaoyang Guo, Yinxuan Song... | 2024",9,drop_candidate,strengthening_or_repair,"External strengthening, repair, jackets, or FRP/CFRP confinement not described by the retained input features.",,drop,"External strengthening, repair, jackets, or FRP/CFRP confinement not described by the retained input features."
"Experimental study of recycled concrete filled circular steel tube column subjected to eccentric compression after acid rain corrosion, JOURNAL OF EXPERIMENTAL MECHANICS, 2018",9,drop_candidate,environmental_exposure,"Environmental exposure or degradation not encoded by the dataset features, such as fire/high temperature, low temperature, freeze-thaw, corrosion, seawater, salt spray, or acid rain.",,drop,"Environmental exposure or degradation not encoded by the dataset features, such as fire/high temperature, low temperature, freeze-thaw, corrosion, seawater, salt spray, or acid rain."
"JOURNAL OF THE CHINA RAILWAY SOCIETY | Mechanical Study of Recycled Concrete-filled Square Steel Tubes Subjected to Compression-bending under Acid Rain | HUANG Hong, HU Zhihui, ZHU Qi... | 2018",9,drop_candidate,environmental_exposure,"Environmental exposure or degradation not encoded by the dataset features, such as fire/high temperature, low temperature, freeze-thaw, corrosion, seawater, salt spray, or acid rain.",,drop,"Environmental exposure or degradation not encoded by the dataset features, such as fire/high temperature, low temperature, freeze-thaw, corrosion, seawater, salt spray, or acid rain."
"Marine Structures | Axial compression behavior of circular high-strength self-compacting concrete-filled steel tubes with chloride corrosion | Weiwei Wang, Xuetao Lyu, Zhiyuan Zheng... | 2025",9,drop_candidate,environmental_exposure,"Environmental exposure or degradation not encoded by the dataset features, such as fire/high temperature, low temperature, freeze-thaw, corrosion, seawater, salt spray, or acid rain.",,drop,"Environmental exposure or degradation not encoded by the dataset features, such as fire/high temperature, low temperature, freeze-thaw, corrosion, seawater, salt spray, or acid rain."
"Mechanical Study of Recycled Concrete-filled Square Steel Tubes Subjected to Compression-bending under Acid Rain, HUANG Hong; HU Zhihui; ZHU Qi; CHEN Mengcheng, Unknown, 2018",9,drop_candidate,environmental_exposure,"Environmental exposure or degradation not encoded by the dataset features, such as fire/high temperature, low temperature, freeze-thaw, corrosion, seawater, salt spray, or acid rain.",,drop,"Environmental exposure or degradation not encoded by the dataset features, such as fire/high temperature, low temperature, freeze-thaw, corrosion, seawater, salt spray, or acid rain."
"Study on preloading reduction of ultimate load of circular concrete-filled steel tubular columns, Fuyun Huang; Xinmeng Yu; Baochun Chen; Jianzhong Li, Thin-Walled Structures, 2016",9,drop_candidate,load_history_or_rate,"Non-monotonic or time-history effects such as cyclic loading, repeated loading, impact, creep, preload, or sustained loading.",,drop,"Non-monotonic or time-history effects such as cyclic loading, repeated loading, impact, creep, preload, or sustained loading."
"TEST OF RECYCLED AGGREGATE CONCRETE FILLED SQUARE STEEL TUBE COLUMN SUBJECTED TO ECCENTRIC COMPRESSION AFTER HIGH TEMPERATURE, Chen Zongping; Zhou Wenxiang; Xue Jianyang; Li Ling, Industrial Construction, 2014",9,drop_candidate,environmental_exposure,"Environmental exposure or degradation not encoded by the dataset features, such as fire/high temperature, low temperature, freeze-thaw, corrosion, seawater, salt spray, or acid rain.",,drop,"Environmental exposure or degradation not encoded by the dataset features, such as fire/high temperature, low temperature, freeze-thaw, corrosion, seawater, salt spray, or acid rain."
"Acta Materiae Compositae Sinica | Experimental study on axial compression performance of T-section concrete filled steel and FRP tubular composite columns | SHEN Gaokui, QI Yujun, LU Jiancheng... | 2022",8,drop_candidate,strengthening_or_repair,"External strengthening, repair, jackets, or FRP/CFRP confinement not described by the retained input features.",,drop,"External strengthening, repair, jackets, or FRP/CFRP confinement not described by the retained input features."
"Journal of Building Engineering | Performance of square high-strength steel concrete-filled steel tubes subjected to long-term sustained loading: Axial compression | Wei Li, Cheng-Yu Zhu, Hao Chen | 2025",8,drop_candidate,load_history_or_rate,"Non-monotonic or time-history effects such as cyclic loading, repeated loading, impact, creep, preload, or sustained loading.",,drop,"Non-monotonic or time-history effects such as cyclic loading, repeated loading, impact, creep, preload, or sustained loading."
"Journal of Constructional Steel Research | Slenderness effects on concrete-filled steel tube columns confined with CFRP | Li Na, Lu Yiyan, Li Shan... | 2018",8,drop_candidate,strengthening_or_repair,"External strengthening, repair, jackets, or FRP/CFRP confinement not described by the retained input features.",,drop,"External strengthening, repair, jackets, or FRP/CFRP confinement not described by the retained input features."
"STUDY OF MECHANICAL BEHAVIOR OF RECYCLED AGGREGATE CONCRETE FILLED CIRCULAR STEEL TUBE COLUMNS UNDER ECCENTRIC LOADING AFTER HIGH TEMPERATURE, Chen Zongping; Jing Chenggui; Xue Jianyang; Zhang Chaorong, Industrial Construction, 2014",8,drop_candidate,environmental_exposure,"Environmental exposure or degradation not encoded by the dataset features, such as fire/high temperature, low temperature, freeze-thaw, corrosion, seawater, salt spray, or acid rain.",,drop,"Environmental exposure or degradation not encoded by the dataset features, such as fire/high temperature, low temperature, freeze-thaw, corrosion, seawater, salt spray, or acid rain."
"Engineering Structures | Behavior of eccentrically loaded slender concrete-filled steel tubes with defect representing random local corrosion | Jianwei Li, Chen Jia, Lanhui Guo | 2024",7,drop_candidate,environmental_exposure|defects_or_damage,"Environmental exposure or degradation not encoded by the dataset features, such as fire/high temperature, low temperature, freeze-thaw, corrosion, seawater, salt spray, or acid rain. | Defects or damage states such as debonding, notch, gap defects, void defects, imperfections, or local corrosion.",,drop,"Environmental exposure or degradation not encoded by the dataset features, such as fire/high temperature, low temperature, freeze-thaw, corrosion, seawater, salt spray, or acid rain. | Defects or damage states such as debonding, notch, gap defects, void defects, imperfections, or local corrosion."
"Engineering Structures | Experimental behaviour of concrete-filled double-skin corrugated steel tubes under combined compression and cyclic lateral loads | Bo Lu, Yong Fang, Yuyin Wang, Hua Yang, Hao Li | 2025",7,drop_candidate,load_history_or_rate,"Non-monotonic or time-history effects such as cyclic loading, repeated loading, impact, creep, preload, or sustained loading.",,drop,"Non-monotonic or time-history effects such as cyclic loading, repeated loading, impact, creep, preload, or sustained loading."
"Journal of Building Engineering | Experimental and numerical investigations of post-fire behaviour of circular steel tube confined steel-reinforced concrete columns under eccentric loading | Fengqin Wang, Faqi Liu, Hua Yang, Kang Peng, Xizhen Wang | 2024",7,drop_candidate,environmental_exposure,"Environmental exposure or degradation not encoded by the dataset features, such as fire/high temperature, low temperature, freeze-thaw, corrosion, seawater, salt spray, or acid rain.",,drop,"Environmental exposure or degradation not encoded by the dataset features, such as fire/high temperature, low temperature, freeze-thaw, corrosion, seawater, salt spray, or acid rain."
"Journal of Constructional Steel Research | Performance of eccentrically loaded slender circular CFSTs subjected to localized pitting corrosion | Jianwei Li, Chen Jia, Haijia Huang... | 2024",7,drop_candidate,environmental_exposure|defects_or_damage,"Environmental exposure or degradation not encoded by the dataset features, such as fire/high temperature, low temperature, freeze-thaw, corrosion, seawater, salt spray, or acid rain. | Defects or damage states such as debonding, notch, gap defects, void defects, imperfections, or local corrosion.",,drop,"Environmental exposure or degradation not encoded by the dataset features, such as fire/high temperature, low temperature, freeze-thaw, corrosion, seawater, salt spray, or acid rain. | Defects or damage states such as debonding, notch, gap defects, void defects, imperfections, or local corrosion."
"Structures | Experimental study and prediction model analysis for creep behaviour of recycled ceramic aggregate concrete-filled square-shaped steel tube | Hong Huang, Yu Zhong, Chao Yang... | 2025",6,drop_candidate,load_history_or_rate,"Non-monotonic or time-history effects such as cyclic loading, repeated loading, impact, creep, preload, or sustained loading.",,drop,"Non-monotonic or time-history effects such as cyclic loading, repeated loading, impact, creep, preload, or sustained loading."
"Chen BC, Huang FY. Experimental research on influence of loading methods to behavior of concrete filled steel tubular stub columns under axial loads. Journal of the China Railway Society, 2009; 31(3): 82-88.(In Chinese)",5,drop_candidate,load_history_or_rate,"Non-monotonic or time-history effects such as cyclic loading, repeated loading, impact, creep, preload, or sustained loading.",,drop,"Non-monotonic or time-history effects such as cyclic loading, repeated loading, impact, creep, preload, or sustained loading."
"Journal of Constructional Steel Research | Performance of axially loaded slender circular CFSTs with random local corrosion | Jianwei Li, Chen Jia, Lanhui Guo, Zhiguo Li | 2024",5,drop_candidate,environmental_exposure|defects_or_damage,"Environmental exposure or degradation not encoded by the dataset features, such as fire/high temperature, low temperature, freeze-thaw, corrosion, seawater, salt spray, or acid rain. | Defects or damage states such as debonding, notch, gap defects, void defects, imperfections, or local corrosion.",,drop,"Environmental exposure or degradation not encoded by the dataset features, such as fire/high temperature, low temperature, freeze-thaw, corrosion, seawater, salt spray, or acid rain. | Defects or damage states such as debonding, notch, gap defects, void defects, imperfections, or local corrosion."
"Air Void and Cap Gap Composite Defects of Concrete-Filled Steel-Tube Arch Bridge Transverse Brace, Chao Guo; Zhengran Lu, Unknown, 2020",4,drop_candidate,special_member_or_joint,"Clearly special members outside an ordinary CFST column dataset, such as bridge braces, piles under lateral load, or bolt-welded joints.",,drop,"Clearly special members outside an ordinary CFST column dataset, such as bridge braces, piles under lateral load, or bolt-welded joints."
"Journal of Constructional Steel Research | Behaviour of concrete-filled steel tubes under static and variable repeated loading | P. Thayalan, T. Aly, I. Patnaikuni | 2009",4,drop_candidate,load_history_or_rate,"Non-monotonic or time-history effects such as cyclic loading, repeated loading, impact, creep, preload, or sustained loading.",,drop,"Non-monotonic or time-history effects such as cyclic loading, repeated loading, impact, creep, preload, or sustained loading."
"Case Studies in Construction Materials | Enhancing the fire-resistant performance of concrete-filled steel tube columns with steel fiber-reinforced concrete | Christo George, S. Senthil Selvan, V. Sathish Kumar... | 2024",3,drop_candidate,environmental_exposure,"Environmental exposure or degradation not encoded by the dataset features, such as fire/high temperature, low temperature, freeze-thaw, corrosion, seawater, salt spray, or acid rain.",,drop,"Environmental exposure or degradation not encoded by the dataset features, such as fire/high temperature, low temperature, freeze-thaw, corrosion, seawater, salt spray, or acid rain."
"JOURNAL OF RAILWAY ENGINEERING SOCIETY | Experimental Research on the Local Axial Compression Performance of Concrete Filled Weathering Steel Tubular Stub Columns | ZENG Zaiping, WANG Xiuli, FENG Zhujun... | 2021",3,drop_candidate,local_or_partial_loading,Local or partial loading configuration rather than the usual full-section axial/eccentric compression setup.,,drop,Local or partial loading configuration rather than the usual full-section axial/eccentric compression setup.
"Structures | Experimental and numerical study on nonlinear creep of square concrete-filled steel tube under high-stress level | Zhen Zhou, Yue Geng, Ming-Feng Ma... | 2025",3,drop_candidate,load_history_or_rate,"Non-monotonic or time-history effects such as cyclic loading, repeated loading, impact, creep, preload, or sustained loading.",,drop,"Non-monotonic or time-history effects such as cyclic loading, repeated loading, impact, creep, preload, or sustained loading."
"Structures | Mechanical properties of CFST column with bolt-welded joints under eccentric compression | Weijing Yun, Siliu Yu, Peng Yu... | 2023",3,drop_candidate,special_member_or_joint,"Clearly special members outside an ordinary CFST column dataset, such as bridge braces, piles under lateral load, or bolt-welded joints.",,drop,"Clearly special members outside an ordinary CFST column dataset, such as bridge braces, piles under lateral load, or bolt-welded joints."
"Xu Chang, Lei Fu, Hong-Bo Zhao, Yong-Bin Zhang.Behaviors of axially loaded circular concrete-filled steel tube (CFT) stub columns with notch in steel tubes,Thin-Walled Structures 73 (2013) 273–280",3,drop_candidate,defects_or_damage,"Defects or damage states such as debonding, notch, gap defects, void defects, imperfections, or local corrosion.",,drop,"Defects or damage states such as debonding, notch, gap defects, void defects, imperfections, or local corrosion."
"Yan YH, Liang HJ, Lu YY, Huang Y. Behaviour of concrete-filled steel-tube columns strengthened with high-strength CFRP textile grid-reinforced high-ductility engineered cementitious composites. Construction and Building Materials, 2021; 269: 121283.",3,drop_candidate,strengthening_or_repair,"External strengthening, repair, jackets, or FRP/CFRP confinement not described by the retained input features.",,drop,"External strengthening, repair, jackets, or FRP/CFRP confinement not described by the retained input features."
"Huang FY, Yu XM, Chen BC, Li JZ. Study on preloading reduction of ultimate load of circular concrete-filled steel tubular columns. Thin-Walled Structures, 2016; 98: 454-464.",2,drop_candidate,load_history_or_rate,"Non-monotonic or time-history effects such as cyclic loading, repeated loading, impact, creep, preload, or sustained loading.",,drop,"Non-monotonic or time-history effects such as cyclic loading, repeated loading, impact, creep, preload, or sustained loading."
"Journal of Building Engineering | Experimental and numerical investigations of post-fire behaviour of circular steel tube confined steel-reinforced concrete columns under eccentric loading | Fengqin Wang, Faqi Liu, Hua Yang... | 2024",2,drop_candidate,environmental_exposure,"Environmental exposure or degradation not encoded by the dataset features, such as fire/high temperature, low temperature, freeze-thaw, corrosion, seawater, salt spray, or acid rain.",,drop,"Environmental exposure or degradation not encoded by the dataset features, such as fire/high temperature, low temperature, freeze-thaw, corrosion, seawater, salt spray, or acid rain."
"Structures | Eccentric compression capacity of bolt-welded joints in concrete-encased CFST | Peng Yu, Mingjie Yu, Weijing Yun... | 2024",2,drop_candidate,special_member_or_joint,"Clearly special members outside an ordinary CFST column dataset, such as bridge braces, piles under lateral load, or bolt-welded joints.",,drop,"Clearly special members outside an ordinary CFST column dataset, such as bridge braces, piles under lateral load, or bolt-welded joints."
"Thin-Walled Structures | Eccentric compression behavior of CFST columns strengthened with steel tube and sandwiched grout jackets | Xiaozhong Li, Sumei Zhang, Boyang Song, Zhenfeng Huang | 2025",2,drop_candidate,strengthening_or_repair,"External strengthening, repair, jackets, or FRP/CFRP confinement not described by the retained input features.",,drop,"External strengthening, repair, jackets, or FRP/CFRP confinement not described by the retained input features."
"Engineering Structures | Behavior of FRP-interlayer-steel confined concrete columns subjected to eccentric compression | Chenyang Wei, Changyong Liu, Qing Hu, Daiyu Wang, Yuyin Wang | 2024",1,drop_candidate,strengthening_or_repair,"External strengthening, repair, jackets, or FRP/CFRP confinement not described by the retained input features.",,drop,"External strengthening, repair, jackets, or FRP/CFRP confinement not described by the retained input features."
"Engineering Structures | Eccentric compression behavior of concrete-filled steel tube columns strengthened by CFRP/steel strip | Kunting Miao, Yang Wei, Shichang Zhang, Kaiqi Zheng, Mingmin Ding | 2023",1,drop_candidate,strengthening_or_repair,"External strengthening, repair, jackets, or FRP/CFRP confinement not described by the retained input features.",,drop,"External strengthening, repair, jackets, or FRP/CFRP confinement not described by the retained input features."
"Engineering Structures | Eccentric compression behavior of concrete-filled steel tube columns strengthened by CFRP/steel strip | Kunting Miao, Yang Wei, Shichang Zhang... | 2023",1,drop_candidate,strengthening_or_repair,"External strengthening, repair, jackets, or FRP/CFRP confinement not described by the retained input features.",,drop,"External strengthening, repair, jackets, or FRP/CFRP confinement not described by the retained input features."
"Ocean Engineering | Investigation of analytical behavior of concrete filled steel tubular (CFST) offshore rock-socketed pile under lateral load | Lan Lin, Fa-cheng Wang | 2023",1,drop_candidate,special_member_or_joint,"Clearly special members outside an ordinary CFST column dataset, such as bridge braces, piles under lateral load, or bolt-welded joints.",,drop,"Clearly special members outside an ordinary CFST column dataset, such as bridge braces, piles under lateral load, or bolt-welded joints."
"Structures | Behavior of new bolt-welded joint of CFST column with imperfection under eccentric compression | Peng Yu, Minggui Peng, Weijing Yun... | 2025",1,drop_candidate,defects_or_damage|special_member_or_joint,"Defects or damage states such as debonding, notch, gap defects, void defects, imperfections, or local corrosion. | Clearly special members outside an ordinary CFST column dataset, such as bridge braces, piles under lateral load, or bolt-welded joints.",,drop,"Defects or damage states such as debonding, notch, gap defects, void defects, imperfections, or local corrosion. | Clearly special members outside an ordinary CFST column dataset, such as bridge braces, piles under lateral load, or bolt-welded joints."
"YAN J B, WANG T, DONG X. Compressive behaviours of circular concrete-filled 
steel tubes exposed to low-temperature environment[J]. Construction and 
Building Materials, 2020, 245: 118460.",1,drop_candidate,environmental_exposure,"Environmental exposure or degradation not encoded by the dataset features, such as fire/high temperature, low temperature, freeze-thaw, corrosion, seawater, salt spray, or acid rain.",,drop,"Environmental exposure or degradation not encoded by the dataset features, such as fire/high temperature, low temperature, freeze-thaw, corrosion, seawater, salt spray, or acid rain."
"华中科技大学学报(自然科学版) | CFRP-钢管混凝土加固 RC 短柱偏压性能试验 | 张帆, 卢亦焱, 李杉... | 2018",1,drop_candidate,strengthening_or_repair,"External strengthening, repair, jackets, or FRP/CFRP confinement not described by the retained input features.",,drop,"External strengthening, repair, jackets, or FRP/CFRP confinement not described by the retained input features."
"Reliability-based evaluation of design code provisions for circular concrete-filled steel columns, André T. Beck; Walter L.A. de Oliveira; Silvana De Nardim; Ana L.H.C. ElDebs, Engineering Structures, 2009",93,keep_candidate,,,,keep,
"Hybrid fiber reinforced concrete-filled square stub columns under axial compression, Soner Guler; Demet Yavuz; Muhammet Aydin, Engineering Structures, 2019",90,keep_candidate,,,,keep,
"钢管活性粉末混凝土柱的力学性能研究, 冯建文, Tsinghua University Master Thesis, 2008",86,keep_candidate,,,,keep,
"Behavior of Centrally Loaded Concrete-Filled Steel-Tube Short Columns, Kenji Sakino; Hiroyuki Nakahara; Shosuke Morino; Isao Nishiyama, Journal of Structural Engineering, 2004",84,keep_candidate,,,,keep,
"Experimental investigation of axial loaded circular steel tube short columns filled with manufactured sand concrete, Minsheng Guan; Chunqing Wei; Ying Wang; Zhichao Lai; Qian Xiao; Hongbiao Du, Engineering Structures, 2020",63,keep_candidate,,,,keep,
"DESIGN OF CIRCULAR THIN-WALLED CONCRETE FILLED STEEL TUBES, Martin D. O'Shea; Russell Q. Bridge, Journal of Structural Engineering, 2000",56,keep_candidate,,,,keep,
"冻融循环后圆钢管混凝土短柱轴压性能试验研究, 沈小盛; 张晓勇; 方焰; 何康; 陈誉, Journal of Building Structures, 2019",54,keep_candidate,,,,keep,
"AXIAL COMPRESSION BEHAVIOR OF CENTRIFUGAL CONCRETE FILLED STEEL TUBULAR COLUMNNS USING SUPER HIGH STRENGTH CONCRETE, Satoshi MIYAKI; Chiaki MATSUI; Keigo TSUDA; Tatsuo HATATO; Terutake IMAMURA, Unknown, 1995",52,keep_candidate,,,,keep,
"中南大学学报(自然科学版) | 圆钢管 UHPC 短柱轴压承载力与变形能力计算模型 | 王震, 王景全, 刘桐旭... | 2019",51,keep_candidate,,,,keep,
"Tests and calculations for hollow structural steel (HSS) stub columns filled with self-consolidating concrete (SCC), Lin-Hai Han; Guo-Huang Yao; Xiao-Ling Zhao, Unknown, 2005",50,keep_candidate,,,,keep,
"Axial performance of short concrete filled steel tubes with high- and ultra-high- strength materials, Ming-Xiang Xiong; De-Xin Xiong; J.Y. Richard Liew, Engineering Structures, 2017",49,keep_candidate,,,,keep,
"Behavior of normal-strength recycled aggregate concrete filled steel tubes under combined loading, Jie Chen; Yuyin Wang; Charles W. Roeder; Ji Ma, Engineering Structures, 2017",48,keep_candidate,,,,keep,
"钢管自密实再生混凝土短柱的轴压和偏压力学行为研究, 向星赞, Southwest Jiaotong University Doctoral Dissertation, 2017",48,keep_candidate,,,,keep,
"Mechanical behavior of spiral stirrup reinforced concrete filled square steel tubular columns under compression, Zongping Chen; Ji Zhou; Chenggui Jing; Qiuhong Tan, Engineering Structures, 2021",47,keep_candidate,,,,keep,
"Confinement of six different concretes in CFST columns having different shapes and slenderness, Khandaker M. A. Hossain; Katie Chu, Unknown, 2019",46,keep_candidate,,,,keep,
"Kloppel, V. K. and Goder, W., “An investigation of the load carrying capacity of concrete-filled steel tubes and development of design formula.” Der Stahlbau, Vol 26, No 1, 1957, pp. 1-31.",46,keep_candidate,,,,keep,
"Structures | Mechanical behavior of steel-fiber-reinforced self-stressing concrete filled steel tube columns subjected to eccentric loading | Zhenzhen Liu, Dongming Huang, Na Li, Yiyan Lu | 2022",42,keep_candidate,,,,keep,
"局部腐蚀对圆钢管混凝土压弯构件力学性能影响的研究, 张锐, 华东交通大学硕士学位论文, 2021",42,keep_candidate,,,,keep,
"Tests and design of short steel tubes filled with rubberised concrete, A.P.C. Duarte; B.A. Silva; N. Silvestre; J. de Brito; E. Júlio; J.M. Castro, Engineering Structures, 2016",41,keep_candidate,,,,keep,
"Wan-Qing Lyu, Lin-Hai Han, Chao Hou,Axial compressive behaviour and design calculations on recycled aggregate concrete-filled steel tubular (RAC-FST) stub columns,
Engineering Structures,Volume 241,2021,",40,keep_candidate,,,,keep,
"Yuyin Wang, Jie Chen, Yue Geng,Testing and analysis of axially loaded normal-strength recycled aggregate concrete filled steel tubular stub columns,Engineering Structures,Volume 86,2015,
Pages 192-212,",39,keep_candidate,,,,keep,
"Behavior of steel fiber reinforced concrete-filled steel tube columns under axial compression, Yiyan Lu; Na Li; Shan Li; Hongjun Liang, Construction and Building Materials, 2015",36,keep_candidate,,,,keep,
"Behaviour and design of rubberised concrete filled steel tubes under combined loading conditions, Minhao Dong; Mohamed Elchalakani; Ali Karrech; Mostafa Fahmi Hassanein; Tianyu Xie; Bo Yang, Thin-Walled Structures, 2019",36,keep_candidate,,,,keep,
"Construction and Building Materials | Behavior of steel fiber reinforced concrete-filled steel tube columns under axial compression | Yiyan Lu, Na Li, Shan Li... | 2015",36,keep_candidate,,,,keep,
"Design of Concrete Filled Tubular Beam-columns with High Strength Steel and Concrete, J.Y. Richard Liew; Mingxiang Xiong; Dexin Xiong, Structures, 2016",36,keep_candidate,,,,keep,
"Failure of lightweight aggregate concrete-filled steel tubular columns, Shehdeh Ghannam; Yahia Abdel Jawad; Yasser Hunaiti, Unknown, 2004",36,keep_candidate,,,,keep,
"K. Sakino, H. Nakahara, S. Morino, I. Nishiyama, Behavior of centrally loaded concrete-filled steel-tube short columns, J Struct Eng, 2004;130: 180-188.",36,keep_candidate,,,,keep,
"Size effect of circular concrete-filled steel tubular short columns subjected to axial compression, Yuyin Wang; Peng Chen; Changyong Liu; Ying Zhang, Thin-Walled Structures, 2017",36,keep_candidate,,,,keep,
"圆钢管高强混凝土轴压短柱剥离分析, 王玉银; 张素梅, 哈尔滨工业大学学报, 2003",36,keep_candidate,,,,keep,
"Feng JW. Study on Mechanical Behavior of 
Reactive Powder Concrete Filled Steel 
Tubular Columns[D]. Tsinghua University​​, 2008.",35,keep_candidate,,,,keep,
"Journal of Constructional Steel Research | Experimental behavior of circular composite columns with different weld arrangements | Said Boulaares, Djamel Boutagouga, Abdelkader Houam | 2022",35,keep_candidate,,,,keep,
"Structural response of thin-walled circular steel tubular columns filled with demolished concrete lumps and fresh concrete, Xin-Yu Zhao; Bo Wu; Long Wang, Unknown, 2016",35,keep_candidate,,,,keep,
"Comparative study on square and rectangular UHPFRC-Filled steel tubular (CFST) columns under axial compression, Yekai Yang; Chengqing Wu; Zhongxian Liu; Yuan Qin; Weiqiang Wang, Structures, 2021",34,keep_candidate,,,,keep,
"Research on Behavior and Ultimate Bearing Capacity of Reactive Powder Concrete-Filled Steel Tube Columns under Axial Compression, 杨国静, Unknown, 2013",34,keep_candidate,,,,keep,
"Yang GJ. Research on Behavior and Ultimate Bearing Capacity of Reactive Powder Concrete-Filled Steel Tube Columns under Axial Compression[D]. Beijing Jiaotong University, 2013",34,keep_candidate,,,,keep,
"钢管混凝土的若干问题及异形钢管混凝土柱力学性能研究, 李小刚, Unknown, 2019",32,keep_candidate,,,,keep,
"Experimental behaviour of recycled aggregate concrete filled steel tubular columns, You-Fu Yang; Lin-Hai Han, Journal of Constructional Steel Research, 2006",30,keep_candidate,,,,keep,
"Journal of Constructional Steel Research | Experimental and numerical investigations on concrete-filled double-tubular slender columns under axial and eccentric loading | Wen-Da Wang, Sun-Hang Ji, Yan-Li Shi | 2023",30,keep_candidate,,,,keep,
"LOAD-CARRYING CAPACITY OF AXIALLY LOADED CONCRETE-FILLED STEEL TUBULAR COLUMNS MADE OF THIN TUBES, Marcin Abramski, Archives of Civil and Mechanical Engineering, 2018",30,keep_candidate,,,,keep,
"Unknown, Railway Engineering, 2011",30,keep_candidate,,,,keep,
"钢管 RPC 短柱轴压性能和推出试验研究, 许志海, Unknown, 2016",30,keep_candidate,,,,keep,
"高温后不同截面钢管混凝土轴压构件的实验研究, 姜绍飞; 刘明, Unknown, 2002",30,keep_candidate,,,,keep,
"M. Saisho, T. Abe, K. Nakaya, Ultimate bending strength of high-strength concrete
filled steel tube column, J. Struct. Constr. Eng. AIJ 523 (1999) 133–140 (in Japanese).",29,keep_candidate,,,,keep,
"A COMPARATIVE STUDY ON SQUARE AND CIRCULAR HIGH STRENGTH CONCRETE-FILLED STEEL TUBE COLUMNS, S. Guler; A. Copur; M. Aydogan, Unknown, 2013",28,keep_candidate,,,,keep,
