Ref.No.,fc (MPa),type (规格备注),试件标号,fy (MPa),fcy150,R再生骨料取代率(%),b (mm),h (mm),t (mm),r0 (mm),L (mm),e1 (mm),e2 (mm),Nexp (kN)
"Compressive behavior of circular concrete-filled steel tubular columns under freeze-thaw cycles, Shan Gao; Zhen Peng; Lanhui Guo; Feng Fu; Yonggang Wang, Unknown, 2020",56.1,Cube 150,S50-180-2,359,47.76,0,90,90,1.9,45,270,0,0,639.7
"Compressive behavior of circular concrete-filled steel tubular columns under freeze-thaw cycles, Shan Gao; Zhen Peng; Lanhui Guo; Feng Fu; Yonggang Wang, Unknown, 2020",56.1,Cube 150,S50-270-1,359,47.76,0,90,90,1.9,45,270,0,0,606.7
"Compressive behavior of circular concrete-filled steel tubular columns under freeze-thaw cycles, Shan Gao; Zhen Peng; Lanhui Guo; Feng Fu; Yonggang Wang, Unknown, 2020",56.1,Cube 150,S50-270-2,359,47.76,0,90,90,1.9,45,270,0,0,600.5
"Performance degradation of circular thin-walled CFST stub columns in high-latitude offshore region, Shan Gao; Lanhui Guo; Sumei Zhang; Zhen Peng, Thin-Walled Structures, 2020",37.2,Cube 150,S30-0-0-1,359,30.342,0,90,90,1.92,45,270,0,0,538.8
"Performance degradation of circular thin-walled CFST stub columns in high-latitude offshore region, Shan Gao; Lanhui Guo; Sumei Zhang; Zhen Peng, Thin-Walled Structures, 2020",37.2,Cube 150,S30-0-0-2,359,30.342,0,90,90,1.92,45,270,0,0,522.2
"Performance degradation of circular thin-walled CFST stub columns in high-latitude offshore region, Shan Gao; Lanhui Guo; Sumei Zhang; Zhen Peng, Thin-Walled Structures, 2020",37.2,Cube 150,S30-90-5-1,359,30.342,0,90,90,1.92,45,270,0,0,493.1
"Performance degradation of circular thin-walled CFST stub columns in high-latitude offshore region, Shan Gao; Lanhui Guo; Sumei Zhang; Zhen Peng, Thin-Walled Structures, 2020",37.2,Cube 150,S30-90-5-2,359,30.342,0,90,90,1.92,45,270,0,0,498
"Performance degradation of circular thin-walled CFST stub columns in high-latitude offshore region, Shan Gao; Lanhui Guo; Sumei Zhang; Zhen Peng, Thin-Walled Structures, 2020",37.2,Cube 150,S30-180-10-1,359,30.342,0,90,90,1.92,45,270,0,0,470
"Performance degradation of circular thin-walled CFST stub columns in high-latitude offshore region, Shan Gao; Lanhui Guo; Sumei Zhang; Zhen Peng, Thin-Walled Structures, 2020",37.2,Cube 150,S30-180-10-2,359,30.342,0,90,90,1.92,45,270,0,0,474.5
"Performance degradation of circular thin-walled CFST stub columns in high-latitude offshore region, Shan Gao; Lanhui Guo; Sumei Zhang; Zhen Peng, Thin-Walled Structures, 2020",37.2,Cube 150,S30-270-20-1,359,30.342,0,90,90,1.92,45,270,0,0,440
"Performance degradation of circular thin-walled CFST stub columns in high-latitude offshore region, Shan Gao; Lanhui Guo; Sumei Zhang; Zhen Peng, Thin-Walled Structures, 2020",37.2,Cube 150,S30-270-20-2,359,30.342,0,90,90,1.92,45,270,0,0,440
"Performance degradation of circular thin-walled CFST stub columns in high-latitude offshore region, Shan Gao; Lanhui Guo; Sumei Zhang; Zhen Peng, Thin-Walled Structures, 2020",49.3,Cube 150,S40-0-0-1,359,41.418,0,90,90,1.92,45,270,0,0,614.1
"Performance degradation of circular thin-walled CFST stub columns in high-latitude offshore region, Shan Gao; Lanhui Guo; Sumei Zhang; Zhen Peng, Thin-Walled Structures, 2020",49.3,Cube 150,S40-0-0-2,359,41.418,0,90,90,1.92,45,270,0,0,617.4
"Performance degradation of circular thin-walled CFST stub columns in high-latitude offshore region, Shan Gao; Lanhui Guo; Sumei Zhang; Zhen Peng, Thin-Walled Structures, 2020",49.3,Cube 150,S40-90-5-1,359,41.418,0,90,90,1.92,45,270,0,0,573.7
"Performance degradation of circular thin-walled CFST stub columns in high-latitude offshore region, Shan Gao; Lanhui Guo; Sumei Zhang; Zhen Peng, Thin-Walled Structures, 2020",49.3,Cube 150,S40-90-5-2,359,41.418,0,90,90,1.92,45,270,0,0,572.2
"Performance degradation of circular thin-walled CFST stub columns in high-latitude offshore region, Shan Gao; Lanhui Guo; Sumei Zhang; Zhen Peng, Thin-Walled Structures, 2020",49.3,Cube 150,S40-180-10-1,359,41.418,0,90,90,1.92,45,270,0,0,564.1
"Performance degradation of circular thin-walled CFST stub columns in high-latitude offshore region, Shan Gao; Lanhui Guo; Sumei Zhang; Zhen Peng, Thin-Walled Structures, 2020",49.3,Cube 150,S40-180-10-2,359,41.418,0,90,90,1.92,45,270,0,0,581.3
"Performance degradation of circular thin-walled CFST stub columns in high-latitude offshore region, Shan Gao; Lanhui Guo; Sumei Zhang; Zhen Peng, Thin-Walled Structures, 2020",49.3,Cube 150,S40-270-20-1,359,41.418,0,90,90,1.92,45,270,0,0,556.6
"Performance degradation of circular thin-walled CFST stub columns in high-latitude offshore region, Shan Gao; Lanhui Guo; Sumei Zhang; Zhen Peng, Thin-Walled Structures, 2020",49.3,Cube 150,S40-270-20-2,359,41.418,0,90,90,1.92,45,270,0,0,558.6
"Performance degradation of circular thin-walled CFST stub columns in high-latitude offshore region, Shan Gao; Lanhui Guo; Sumei Zhang; Zhen Peng, Thin-Walled Structures, 2020",56.1,Cube 150,S50-0-0-1,359,47.76,0,90,90,1.92,45,270,0,0,659.1
"Performance degradation of circular thin-walled CFST stub columns in high-latitude offshore region, Shan Gao; Lanhui Guo; Sumei Zhang; Zhen Peng, Thin-Walled Structures, 2020",56.1,Cube 150,S50-0-0-2,359,47.76,0,90,90,1.92,45,270,0,0,653.1
"Performance degradation of circular thin-walled CFST stub columns in high-latitude offshore region, Shan Gao; Lanhui Guo; Sumei Zhang; Zhen Peng, Thin-Walled Structures, 2020",56.1,Cube 150,S50-90-5-1,359,47.76,0,90,90,1.92,45,270,0,0,618.1
"Performance degradation of circular thin-walled CFST stub columns in high-latitude offshore region, Shan Gao; Lanhui Guo; Sumei Zhang; Zhen Peng, Thin-Walled Structures, 2020",56.1,Cube 150,S50-90-5-2,359,47.76,0,90,90,1.92,45,270,0,0,619.5
"Performance degradation of circular thin-walled CFST stub columns in high-latitude offshore region, Shan Gao; Lanhui Guo; Sumei Zhang; Zhen Peng, Thin-Walled Structures, 2020",56.1,Cube 150,S50-180-10-1,359,47.76,0,90,90,1.92,45,270,0,0,599.8
"Performance degradation of circular thin-walled CFST stub columns in high-latitude offshore region, Shan Gao; Lanhui Guo; Sumei Zhang; Zhen Peng, Thin-Walled Structures, 2020",56.1,Cube 150,S50-180-10-2,359,47.76,0,90,90,1.92,45,270,0,0,602.5
"Performance degradation of circular thin-walled CFST stub columns in high-latitude offshore region, Shan Gao; Lanhui Guo; Sumei Zhang; Zhen Peng, Thin-Walled Structures, 2020",56.1,Cube 150,S50-270-20-1,359,47.76,0,90,90,1.92,45,270,0,0,579.1
"Performance degradation of circular thin-walled CFST stub columns in high-latitude offshore region, Shan Gao; Lanhui Guo; Sumei Zhang; Zhen Peng, Thin-Walled Structures, 2020",56.1,Cube 150,S50-270-20-2,359,47.76,0,90,90,1.92,45,270,0,0,573.2
"Analysis of the basic mechanical properties of recycled concrete filled in steel tube after high temperature, Zhao Lei, Unknown, 2013",60.464,Cube 150x150x150mm,C-R1-300,358,51.869,25,150,150,3,75,450,0,0,2127.39
"Analysis of the basic mechanical properties of recycled concrete filled in steel tube after high temperature, Zhao Lei, Unknown, 2013",57.956,Cube 150x150x150mm,C-R3-300,358,49.504,75,150,150,3,75,450,0,0,1993.91
"Analysis of the basic mechanical properties of recycled concrete filled in steel tube after high temperature, Zhao Lei, Unknown, 2013",60.464,Cube 150x150x150mm,C-R1-600,358,51.869,25,150,150,3,75,450,0,0,1887.12
"Analysis of the basic mechanical properties of recycled concrete filled in steel tube after high temperature, Zhao Lei, Unknown, 2013",57.956,Cube 150x150x150mm,C-R3-600,358,49.504,75,150,150,3,75,450,0,0,1625.22
"Analysis of the basic mechanical properties of recycled concrete filled in steel tube after high temperature, Zhao Lei, Unknown, 2013",60.464,Cube 150x150x150mm,C-R1-800,358,51.869,25,150,150,3,75,450,0,0,1371.26
"Analysis of the basic mechanical properties of recycled concrete filled in steel tube after high temperature, Zhao Lei, Unknown, 2013",57.956,Cube 150x150x150mm,C-R3-800,358,49.504,75,150,150,3,75,450,0,0,1220.9
"Behaviour of fire-exposed concrete-filled steel tubular beam columns repaired with CFRP wraps, Zhong Tao; Lin-Hai Han, Unknown, 2007",75,Cube 150,C-1,356,65.742,0,150,150,3,75,940,0,0,1815
"Behaviour of fire-exposed concrete-filled steel tubular beam columns repaired with CFRP wraps, Zhong Tao; Lin-Hai Han, Unknown, 2007",75,Cube 150,CF-1-0,356,65.742,0,150,150,3,75,940,0,0,550
"Behaviour of fire-exposed concrete-filled steel tubular beam columns repaired with CFRP wraps, Zhong Tao; Lin-Hai Han, Unknown, 2007",75,Cube 150,CF-1-2,356,65.742,0,150,150,3,75,940,0,0,1110
"Behaviour of fire-exposed concrete-filled steel tubular beam columns repaired with CFRP wraps, Zhong Tao; Lin-Hai Han, Unknown, 2007",75,Cube 150,C-2a,356,65.742,0,150,150,3,75,940,50,50,735
"Behaviour of fire-exposed concrete-filled steel tubular beam columns repaired with CFRP wraps, Zhong Tao; Lin-Hai Han, Unknown, 2007",75,Cube 150,C-2b,356,65.742,0,150,150,3,75,940,50,50,735
"Behaviour of fire-exposed concrete-filled steel tubular beam columns repaired with CFRP wraps, Zhong Tao; Lin-Hai Han, Unknown, 2007",75,Cube 150,CF-2-0,356,65.742,0,150,150,3,75,940,50,50,290
"Behaviour of fire-exposed concrete-filled steel tubular beam columns repaired with CFRP wraps, Zhong Tao; Lin-Hai Han, Unknown, 2007",75,Cube 150,CF-2-1,356,65.742,0,150,150,3,75,940,50,50,347
"Behaviour of fire-exposed concrete-filled steel tubular beam columns repaired with CFRP wraps, Zhong Tao; Lin-Hai Han, Unknown, 2007",75,Cube 150,CF-2-2,356,65.742,0,150,150,3,75,940,50,50,390
"Behaviour of fire-exposed concrete-filled steel tubular beam columns repaired with CFRP wraps, Zhong Tao; Lin-Hai Han, Unknown, 2007",75,Cube 150,C-3,356,65.742,0,150,150,3,75,1875,0,0,1430
"Behaviour of fire-exposed concrete-filled steel tubular beam columns repaired with CFRP wraps, Zhong Tao; Lin-Hai Han, Unknown, 2007",75,Cube 150,CF-3-2,356,65.742,0,150,150,3,75,1875,0,0,493
"Behaviour of fire-exposed concrete-filled steel tubular beam columns repaired with CFRP wraps, Zhong Tao; Lin-Hai Han, Unknown, 2007",75,Cube 150,C-4a,356,65.742,0,150,150,3,75,1875,50,50,530
"Behaviour of fire-exposed concrete-filled steel tubular beam columns repaired with CFRP wraps, Zhong Tao; Lin-Hai Han, Unknown, 2007",75,Cube 150,C-4b,356,65.742,0,150,150,3,75,1875,50,50,570
"Behaviour of fire-exposed concrete-filled steel tubular beam columns repaired with CFRP wraps, Zhong Tao; Lin-Hai Han, Unknown, 2007",75,Cube 150,CF-4-0,356,65.742,0,150,150,3,75,1875,50,50,222
"Behaviour of fire-exposed concrete-filled steel tubular beam columns repaired with CFRP wraps, Zhong Tao; Lin-Hai Han, Unknown, 2007",75,Cube 150,CF-4-2,356,65.742,0,150,150,3,75,1875,50,50,235
"Behaviour of concrete filled steel tubular (CFST) stub columns under eccentric partial compression, You-Fu Yang; Lin-Hai Han, Unknown, 2010",59.3,cube,Cc-1,324.4,50.77,0,150,150,3,75,450,0,0,1188
"Behaviour of concrete filled steel tubular (CFST) stub columns under eccentric partial compression, You-Fu Yang; Lin-Hai Han, Unknown, 2010",59.3,cube,Cc-2,324.4,50.77,0,150,150,3,75,450,15,0,1102
"Behaviour of concrete filled steel tubular (CFST) stub columns under eccentric partial compression, You-Fu Yang; Lin-Hai Han, Unknown, 2010",59.3,cube,Cc-3,324.4,50.77,0,150,150,3,75,450,30,0,997
"Behaviour of concrete filled steel tubular (CFST) stub columns under eccentric partial compression, You-Fu Yang; Lin-Hai Han, Unknown, 2010",59.3,cube,Ccfst-1,324.4,50.77,0,150,150,3,75,450,0,0,1593
"Behaviour of concrete filled steel tubular (CFST) stub columns under eccentric partial compression, You-Fu Yang; Lin-Hai Han, Unknown, 2010",59.3,cube,Ccfst-2,324.4,50.77,0,150,150,3,75,450,15,0,1482
"Behaviour of concrete filled steel tubular (CFST) stub columns under eccentric partial compression, You-Fu Yang; Lin-Hai Han, Unknown, 2010",59.3,cube,Ccfst-3,324.4,50.77,0,150,150,3,75,450,30,0,1326
"Behaviour of concrete-filled steel tubular stub columns subjected to axially local compression, Lin-Hai Han; Wei Liu; You-Fu Yang, Journal of Constructional Steel Research, 2008",74.3,cube,lcp1-1-1,362.9,65.068,0,206,206,2.83,103,600,0,0,3110
"Behaviour of concrete-filled steel tubular stub columns subjected to axially local compression, Lin-Hai Han; Wei Liu; You-Fu Yang, Journal of Constructional Steel Research, 2008",74.3,cube,lcp1-1-2,362.9,65.068,0,206,206,2.83,103,600,0,0,3080
"Behaviour of concrete-filled steel tubular stub columns subjected to axially local compression, Lin-Hai Han; Wei Liu; You-Fu Yang, Journal of Constructional Steel Research, 2008",74.3,cube,lcp1-2-1,362.9,65.068,0,206,206,2.83,103,600,0,0,3178
"Behaviour of concrete-filled steel tubular stub columns subjected to axially local compression, Lin-Hai Han; Wei Liu; You-Fu Yang, Journal of Constructional Steel Research, 2008",74.3,cube,lcp1-2-2,362.9,65.068,0,206,206,2.83,103,600,0,0,3225
"Behaviour of concrete-filled steel tubular stub columns subjected to axially local compression, Lin-Hai Han; Wei Liu; You-Fu Yang, Journal of Constructional Steel Research, 2008",74.3,cube,lcp1-3-1,362.9,65.068,0,206,206,2.83,103,600,0,0,3220
"Behaviour of concrete-filled steel tubular stub columns subjected to axially local compression, Lin-Hai Han; Wei Liu; You-Fu Yang, Journal of Constructional Steel Research, 2008",74.3,cube,lcp1-3-2,362.9,65.068,0,206,206,2.83,103,600,0,0,3305
"Behaviour of concrete-filled steel tubular stub columns subjected to axially local compression, Lin-Hai Han; Wei Liu; You-Fu Yang, Journal of Constructional Steel Research, 2008",74.3,cube,lcp1-4-1,362.9,65.068,0,206,206,2.83,103,600,0,0,3230
"Behaviour of concrete-filled steel tubular stub columns subjected to axially local compression, Lin-Hai Han; Wei Liu; You-Fu Yang, Journal of Constructional Steel Research, 2008",74.3,cube,lcp1-4-2,362.9,65.068,0,206,206,2.83,103,600,0,0,3288
"Behaviour of concrete-filled steel tubular stub columns subjected to axially local compression, Lin-Hai Han; Wei Liu; You-Fu Yang, Journal of Constructional Steel Research, 2008",74.3,cube,lcp2-1-1,362.9,65.068,0,206,206,2.83,103,600,0,0,1072
"Behaviour of concrete-filled steel tubular stub columns subjected to axially local compression, Lin-Hai Han; Wei Liu; You-Fu Yang, Journal of Constructional Steel Research, 2008",74.3,cube,lcp2-1-2,362.9,65.068,0,206,206,2.83,103,600,0,0,1205
"Behaviour of concrete-filled steel tubular stub columns subjected to axially local compression, Lin-Hai Han; Wei Liu; You-Fu Yang, Journal of Constructional Steel Research, 2008",74.3,cube,lcp2-2-1,362.9,65.068,0,206,206,2.83,103,600,0,0,1270
"Behaviour of concrete-filled steel tubular stub columns subjected to axially local compression, Lin-Hai Han; Wei Liu; You-Fu Yang, Journal of Constructional Steel Research, 2008",74.3,cube,lcp2-2-2,362.9,65.068,0,206,206,2.83,103,600,0,0,1223
"Behaviour of concrete-filled steel tubular stub columns subjected to axially local compression, Lin-Hai Han; Wei Liu; You-Fu Yang, Journal of Constructional Steel Research, 2008",74.3,cube,lcp2-3-1,362.9,65.068,0,206,206,2.83,103,600,0,0,1365
"Behaviour of concrete-filled steel tubular stub columns subjected to axially local compression, Lin-Hai Han; Wei Liu; You-Fu Yang, Journal of Constructional Steel Research, 2008",74.3,cube,lcp2-3-2,362.9,65.068,0,206,206,2.83,103,600,0,0,1392
"Behaviour of concrete-filled steel tubular stub columns subjected to axially local compression, Lin-Hai Han; Wei Liu; You-Fu Yang, Journal of Constructional Steel Research, 2008",74.3,cube,ccfst-1,362.9,65.068,0,206,206,2.83,103,600,0,0,3190
"Behaviour of concrete-filled steel tubular stub columns subjected to axially local compression, Lin-Hai Han; Wei Liu; You-Fu Yang, Journal of Constructional Steel Research, 2008",74.3,cube,ccfst-2,362.9,65.068,0,206,206,2.83,103,600,0,0,3105
"Compressive behaviours of CFST stub columns at low temperatures relevant to the Arctic environment, Jia-Bao Yan; Xin Dong; Jin-Song Zhu, Unknown, 2019",35,cylinder,C1,330,35,0,133.1,133.1,4.6,66.55,400,0,0,1396
"Compressive behaviours of CFST stub columns at low temperatures relevant to the Arctic environment, Jia-Bao Yan; Xin Dong; Jin-Song Zhu, Unknown, 2019",35.3,cylinder,C2,352,35.3,0,133.1,133.1,4.6,66.55,400,0,0,1512
"Compressive behaviours of CFST stub columns at low temperatures relevant to the Arctic environment, Jia-Bao Yan; Xin Dong; Jin-Song Zhu, Unknown, 2019",44,cylinder,C3-1,370,44,0,133.1,133.1,4.6,66.55,400,0,0,1560
"Compressive behaviours of CFST stub columns at low temperatures relevant to the Arctic environment, Jia-Bao Yan; Xin Dong; Jin-Song Zhu, Unknown, 2019",44,cylinder,C3-2,370,44,0,133.1,133.1,4.6,66.55,400,0,0,1550
"Compressive behaviours of CFST stub columns at low temperatures relevant to the Arctic environment, Jia-Bao Yan; Xin Dong; Jin-Song Zhu, Unknown, 2019",50.3,cylinder,C4-1,380,50.3,0,133.1,133.1,4.6,66.55,400,0,0,1509
"Compressive behaviours of CFST stub columns at low temperatures relevant to the Arctic environment, Jia-Bao Yan; Xin Dong; Jin-Song Zhu, Unknown, 2019",50.3,cylinder,C4-2,380,50.3,0,133.1,133.1,4.6,66.55,400,0,0,1551
"Compressive behaviours of CFST stub columns at low temperatures relevant to the Arctic environment, Jia-Bao Yan; Xin Dong; Jin-Song Zhu, Unknown, 2019",50.3,cylinder,C4-3,380,50.3,0,133.1,133.1,4.6,66.55,400,0,0,1624
"Compressive behaviours of CFST stub columns at low temperatures relevant to the Arctic environment, Jia-Bao Yan; Xin Dong; Jin-Song Zhu, Unknown, 2019",44,cylinder,C5,378,44,0,131.8,131.8,3.2,65.9,400,0,0,1273
"Compressive behaviours of CFST stub columns at low temperatures relevant to the Arctic environment, Jia-Bao Yan; Xin Dong; Jin-Song Zhu, Unknown, 2019",44,cylinder,C6,378,44,0,133.9,133.9,5.8,66.95,400,0,0,1800
"Compressive behaviours of CFST stub columns at low temperatures relevant to the Arctic environment, Jia-Bao Yan; Xin Dong; Jin-Song Zhu, Unknown, 2019",37.3,cylinder,C7,370,37.3,0,133.1,133.1,4.6,66.55,400,0,0,1535
"Compressive behaviours of CFST stub columns at low temperatures relevant to the Arctic environment, Jia-Bao Yan; Xin Dong; Jin-Song Zhu, Unknown, 2019",54,cylinder,C8,370,54,0,133.1,133.1,4.6,66.55,400,0,0,1845
"Mechanical behavior of circular and square concrete filled steel tube stub columns under local compression, Fa-xing Ding; Jing Liu; Xue-mei Liu; Zhi-wu Yu; Da-wen Li, Unknown, 2015",35.5,Cube 150,SLST1-A,311,28.812,0,300,300,3.68,150,900,0,0,1140
"Mechanical behavior of circular and square concrete filled steel tube stub columns under local compression, Fa-xing Ding; Jing Liu; Xue-mei Liu; Zhi-wu Yu; Da-wen Li, Unknown, 2015",35.5,Cube 150,SLST1-B,311,28.812,0,300,300,3.68,150,900,0,0,950
"Mechanical behavior of circular and square concrete filled steel tube stub columns under local compression, Fa-xing Ding; Jing Liu; Xue-mei Liu; Zhi-wu Yu; Da-wen Li, Unknown, 2015",35.5,Cube 150,SLST2,311,28.812,0,300,300,3.7,150,900,0,0,2420
"Mechanical behavior of circular and square concrete filled steel tube stub columns under local compression, Fa-xing Ding; Jing Liu; Xue-mei Liu; Zhi-wu Yu; Da-wen Li, Unknown, 2015",35.5,Cube 150,S1,311,28.812,0,300,300,3.75,150,900,0,0,4370
"Mechanical behavior of circular and square concrete filled steel tube stub columns under local compression, Fa-xing Ding; Jing Liu; Xue-mei Liu; Zhi-wu Yu; Da-wen Li, Unknown, 2015",54.4,Cube 150,SLST3-A,311,46.168,0,300,300,3.72,150,900,0,0,1340
"Mechanical behavior of circular and square concrete filled steel tube stub columns under local compression, Fa-xing Ding; Jing Liu; Xue-mei Liu; Zhi-wu Yu; Da-wen Li, Unknown, 2015",54.4,Cube 150,SLST3-B,311,46.168,0,300,300,3.72,150,900,0,0,1280
"Mechanical behavior of circular and square concrete filled steel tube stub columns under local compression, Fa-xing Ding; Jing Liu; Xue-mei Liu; Zhi-wu Yu; Da-wen Li, Unknown, 2015",54.4,Cube 150,SLST4,311,46.168,0,300,300,3.72,150,900,0,0,3100
"Mechanical behavior of circular and square concrete filled steel tube stub columns under local compression, Fa-xing Ding; Jing Liu; Xue-mei Liu; Zhi-wu Yu; Da-wen Li, Unknown, 2015",54.4,Cube 150,S2,311,46.168,0,300,300,3.7,150,900,0,0,5570
"Effects of Core Concrete Initial Imperfection on Performance of Eccentrically Loaded CFST Columns, Lin-Hai Han; Yong Ye; Fei-Yu Liao, Journal of Structural Engineering, 2016",64.1,cube,n-1,360.3,55.313,0,180,180,3.8,90,630,27,27,1559
"Effects of Core Concrete Initial Imperfection on Performance of Eccentrically Loaded CFST Columns, Lin-Hai Han; Yong Ye; Fei-Yu Liao, Journal of Structural Engineering, 2016",64.1,cube,n-2,360.3,55.313,0,180,180,3.8,90,630,27,27,1544
"Effects of Core Concrete Initial Imperfection on Performance of Eccentrically Loaded CFST Columns, Lin-Hai Han; Yong Ye; Fei-Yu Liao, Journal of Structural Engineering, 2016",64.1,cube,c1.1-1,360.3,55.313,0,180,180,3.8,90,630,27,27,1143
"Effects of Core Concrete Initial Imperfection on Performance of Eccentrically Loaded CFST Columns, Lin-Hai Han; Yong Ye; Fei-Yu Liao, Journal of Structural Engineering, 2016",64.1,cube,c1.1-2,360.3,55.313,0,180,180,3.8,90,630,27,27,1113
"Effects of Core Concrete Initial Imperfection on Performance of Eccentrically Loaded CFST Columns, Lin-Hai Han; Yong Ye; Fei-Yu Liao, Journal of Structural Engineering, 2016",64.1,cube,c2.2-1,360.3,55.313,0,180,180,3.8,90,630,27,27,1068
"Effects of Core Concrete Initial Imperfection on Performance of Eccentrically Loaded CFST Columns, Lin-Hai Han; Yong Ye; Fei-Yu Liao, Journal of Structural Engineering, 2016",64.1,cube,c2.2-2,360.3,55.313,0,180,180,3.8,90,630,27,27,1041
"Effects of Core Concrete Initial Imperfection on Performance of Eccentrically Loaded CFST Columns, Lin-Hai Han; Yong Ye; Fei-Yu Liao, Journal of Structural Engineering, 2016",64.1,cube,s2.2-1,360.3,55.313,0,180,180,3.8,90,630,27,27,1412
"Effects of Core Concrete Initial Imperfection on Performance of Eccentrically Loaded CFST Columns, Lin-Hai Han; Yong Ye; Fei-Yu Liao, Journal of Structural Engineering, 2016",64.1,cube,s2.2-2,360.3,55.313,0,180,180,3.8,90,630,27,27,1462
"Effects of Core Concrete Initial Imperfection on Performance of Eccentrically Loaded CFST Columns, Lin-Hai Han; Yong Ye; Fei-Yu Liao, Journal of Structural Engineering, 2016",64.1,cube,s4.4-1,360.3,55.313,0,180,180,3.8,90,630,27,27,1285
"Effects of Core Concrete Initial Imperfection on Performance of Eccentrically Loaded CFST Columns, Lin-Hai Han; Yong Ye; Fei-Yu Liao, Journal of Structural Engineering, 2016",64.1,cube,s4.4-2,360.3,55.313,0,180,180,3.8,90,630,27,27,1226
"Effects of Core Concrete Initial Imperfection on Performance of Eccentrically Loaded CFST Columns, Lin-Hai Han; Yong Ye; Fei-Yu Liao, Journal of Structural Engineering, 2016",64.1,cube,s6.6-1,360.3,55.313,0,180,180,3.8,90,630,27,27,1233
"Effects of Core Concrete Initial Imperfection on Performance of Eccentrically Loaded CFST Columns, Lin-Hai Han; Yong Ye; Fei-Yu Liao, Journal of Structural Engineering, 2016",64.1,cube,s6.6-2,360.3,55.313,0,180,180,3.8,90,630,27,27,1222
"Experimental study of recycled concrete filled circular steel tube column subjected to eccentric compression after acid rain corrosion, JOURNAL OF EXPERIMENTAL MECHANICS, 2018",54.1,Cube 150,NC-50-0,333.3,45.887,0,165,165,3.64,82.5,1100,50,50,970
"Experimental study of recycled concrete filled circular steel tube column subjected to eccentric compression after acid rain corrosion, JOURNAL OF EXPERIMENTAL MECHANICS, 2018",54.1,Cube 150,NC-50-1,333.3,45.887,0,165,165,3.289,82.5,1100,50,50,900
"Experimental study of recycled concrete filled circular steel tube column subjected to eccentric compression after acid rain corrosion, JOURNAL OF EXPERIMENTAL MECHANICS, 2018",54.1,Cube 150,NC-25-2,333.3,45.887,0,165,165,2.913,82.5,1100,25,25,1220
"Experimental study of recycled concrete filled circular steel tube column subjected to eccentric compression after acid rain corrosion, JOURNAL OF EXPERIMENTAL MECHANICS, 2018",54.1,Cube 150,NC-50-2,333.3,45.887,0,165,165,2.913,82.5,1100,50,50,800
"Experimental study of recycled concrete filled circular steel tube column subjected to eccentric compression after acid rain corrosion, JOURNAL OF EXPERIMENTAL MECHANICS, 2018",52.7,Cube 150,RC-25-0,333.3,44.58,100,165,165,3.64,82.5,1100,25,25,1340
"Experimental study of recycled concrete filled circular steel tube column subjected to eccentric compression after acid rain corrosion, JOURNAL OF EXPERIMENTAL MECHANICS, 2018",52.7,Cube 150,RC-50-0,333.3,44.58,100,165,165,3.64,82.5,1100,50,50,850
"Experimental study of recycled concrete filled circular steel tube column subjected to eccentric compression after acid rain corrosion, JOURNAL OF EXPERIMENTAL MECHANICS, 2018",52.7,Cube 150,RC-50-1,333.3,44.58,100,165,165,3.289,82.5,1100,50,50,820
"Experimental study of recycled concrete filled circular steel tube column subjected to eccentric compression after acid rain corrosion, JOURNAL OF EXPERIMENTAL MECHANICS, 2018",52.7,Cube 150,RC-25-2,333.3,44.58,100,165,165,2.913,82.5,1100,25,25,1190
"Experimental study of recycled concrete filled circular steel tube column subjected to eccentric compression after acid rain corrosion, JOURNAL OF EXPERIMENTAL MECHANICS, 2018",52.7,Cube 150,RC-50-2,333.3,44.58,100,165,165,2.913,82.5,1100,50,50,740
"Performance and design of partially CFRP-jacketed circular CFT column under eccentric compression, Qihan Shen; Jingfeng Wang; Qiuyu Xu; Yubo Cui, Journal of Constructional Steel Research, 2020",31.2,cube,ES11,240.8,24.972,0,140,140,6,70,450,30,30,1186.2
"Performance and design of partially CFRP-jacketed circular CFT column under eccentric compression, Qihan Shen; Jingfeng Wang; Qiuyu Xu; Yubo Cui, Journal of Constructional Steel Research, 2020",31.2,cube,ES12,348.6,24.972,0,140,140,6,70,450,30,30,1325.1
"Performance and design of partially CFRP-jacketed circular CFT column under eccentric compression, Qihan Shen; Jingfeng Wang; Qiuyu Xu; Yubo Cui, Journal of Constructional Steel Research, 2020",31.2,cube,ES21,348.6,24.972,0,140,140,6,70,450,30,30,1086
"Performance and design of partially CFRP-jacketed circular CFT column under eccentric compression, Qihan Shen; Jingfeng Wang; Qiuyu Xu; Yubo Cui, Journal of Constructional Steel Research, 2020",31.2,cube,ES22,348.6,24.972,0,140,140,6,70,450,30,30,1154
"Performance and design of partially CFRP-jacketed circular CFT column under eccentric compression, Qihan Shen; Jingfeng Wang; Qiuyu Xu; Yubo Cui, Journal of Constructional Steel Research, 2020",31.2,cube,ES23,348.6,24.972,0,140,140,6,70,450,30,30,1457.5
"Performance and design of partially CFRP-jacketed circular CFT column under eccentric compression, Qihan Shen; Jingfeng Wang; Qiuyu Xu; Yubo Cui, Journal of Constructional Steel Research, 2020",31.2,cube,ES31,348.6,24.972,0,140,140,6,70,450,30,30,1523.9
